N,P,K,temperaturec,temperaturef,ph,rainfall,label
36,125,196,37.46566825,99.43820285,6.15526103,66.83872293,grapes
24,131,196,22.03296178,71.6593312,5.732453638,65.34440794,grapes
2,123,198,39.64851881,103.3673339,6.253034534,70.39906054,grapes
35,140,197,16.77557314,62.19603165,6.106190557,66.76285469,grapes
11,122,195,12.14190714,53.85543285,5.647202395,69.63122027,grapes
6,123,203,12.7567962,54.96223316,6.130310493,66.77844567,grapes
17,134,204,39.04071989,102.2732958,6.499604931,73.88467027,grapes
25,130,197,39.70772192,103.4738995,5.554831977,74.91506217,grapes
27,145,205,9.467960445,49.0423288,5.800242694,66.02765219,grapes
9,122,201,29.58748357,85.25747043,5.570290539,68.06417307,grapes
16,139,203,17.82803682,64.09046628,6.27564088,65.84748763,grapes
32,141,204,8.825674745,47.88621454,5.536645599,67.235765,grapes
22,138,195,27.83487131,82.10276836,6.208196881,73.02882766,grapes
31,144,202,11.02105378,51.8378968,5.870600622,68.23963161,grapes
3,136,205,17.5862944,63.65532992,6.334771461,71.4065452,grapes
28,122,197,19.89363946,67.80855103,5.856575335,69.66256816,grapes
4,136,204,29.93707596,85.88673673,5.898944282,65.52279323,grapes
39,145,201,36.73126647,98.11627965,5.775600435,72.24230804,grapes
38,132,197,20.42094753,68.75770555,5.931101816,66.93065667,grapes
36,133,198,25.51939719,77.93491494,6.2286454,69.17281221,grapes
25,121,201,30.50734778,86.913226,5.594240603,70.08200379,grapes
15,125,199,18.4269936,65.16858848,5.569230319,69.75734306,grapes
24,140,205,12.087022,53.7566396,5.93202852,68.66813363,grapes
13,132,203,23.60115364,74.48207655,6.423216506,73.23901752,grapes
5,126,197,12.80000387,55.04000697,6.417500829,67.10439401,grapes
30,120,200,38.06099482,100.5097907,6.234904253,65.70148216,grapes
23,142,197,39.06555518,102.3179993,6.000573725,69.30772897,grapes
26,135,203,33.78372897,92.81071215,5.685102769,74.53557341,grapes
7,126,203,16.76201707,62.17163073,5.662140095,73.28712806,grapes
32,139,198,35.89307536,96.60753565,6.358186848,66.53946559,grapes
9,141,202,21.01245395,69.82241711,6.119495295,66.38448261,grapes
20,142,196,10.89875873,51.61776571,6.207600783,68.69420397,grapes
32,129,201,16.36251869,61.45253364,6.48754639,71.55665483,grapes
3,134,199,20.28370163,68.51066293,5.81717753,71.06611222,grapes
38,138,204,25.11108456,77.19995221,6.325480034,73.01026829,grapes
14,131,198,33.4641162,92.23540916,5.562790949,67.92204319,grapes
20,122,204,11.7976469,53.23576442,6.487369687,65.06962486,grapes
40,126,201,11.36300891,52.45341604,6.116982944,71.18289431,grapes
36,128,204,25.23542319,77.42376174,5.695792761,67.03840888,grapes
11,132,197,15.99050693,60.78291247,5.734317007,74.40198861,grapes
0,137,195,22.4359017,72.38462306,6.329499832,65.3973168,grapes
19,123,200,34.76086052,94.56954894,6.167013532,65.70430027,grapes
31,136,197,31.11047251,87.99885052,5.653776058,71.43001582,grapes
4,134,200,28.57828803,83.44091845,5.840256272,73.34232097,grapes
39,139,201,41.18664903,106.1359683,5.539980812,68.68895899,grapes
8,127,196,27.02766138,80.64979048,5.833302165,70.95666003,grapes
39,138,203,21.19339319,70.14810774,6.399433771,74.62834921,grapes
32,120,204,10.38004759,50.68408566,6.138958698,67.3917379,grapes
12,142,203,31.3115978,88.36087604,5.972850838,65.01095312,grapes
8,133,195,20.46657776,68.83983997,6.456079585,71.29813872,grapes
8,139,199,29.36947679,84.86505822,6.336426667,66.13442813,grapes
21,134,202,10.72302459,51.30144426,6.425419926,65.2982112,grapes
40,140,195,14.97846952,58.96124514,6.294395676,71.63437433,grapes
39,127,202,15.3246651,59.58439718,6.477768039,71.60102999,grapes
19,120,195,18.73932187,65.73077937,5.931538447,73.55807954,grapes
21,139,201,19.3642553,66.85565954,5.980598579,67.15094741,grapes
17,136,195,41.20733624,106.1732052,6.389783283,65.90227462,grapes
33,139,203,33.34214482,92.01586068,5.693287415,70.68098614,grapes
22,133,201,23.81995682,74.87592228,6.00299607,67.2739864,grapes
32,130,196,40.66012294,105.1882213,6.372959542,74.03030056,grapes
37,135,205,11.82768186,53.28982735,5.510924849,74.10225057,grapes
15,140,195,13.28504331,55.91307796,5.69945282,65.80006004,grapes
39,132,196,35.83089092,96.49560366,5.778594403,73.67984885,grapes
40,121,199,26.18159716,79.12687489,6.315586313,66.05911698,grapes
40,132,202,24.57558351,76.23605032,5.971813006,69.706113,grapes
29,142,203,29.67229086,85.41012355,5.891195653,66.48490371,grapes
32,121,199,39.37102553,102.867846,6.129812716,74.08101744,grapes
6,140,205,17.66558428,63.7980517,6.313085601,69.8671263,grapes
8,120,196,24.06679352,75.32022834,6.053662544,69.81855775,grapes
34,133,202,15.31413469,59.56544244,5.804799142,74.82144653,grapes
35,135,199,21.77466746,71.19440143,6.400719746,69.39630398,grapes
16,145,199,26.91624843,80.44924717,5.953966361,69.30927185,grapes
8,136,201,41.65602996,106.9808539,5.609255992,74.19664838,grapes
25,129,195,17.98667801,64.37602042,5.777271492,72.37127689,grapes
16,130,201,29.12033769,84.41660784,5.682395429,68.8503047,grapes
39,129,203,34.38922481,93.90060466,5.863996687,71.03001556,grapes
38,135,203,41.36106301,106.4499134,6.444373116,69.92107482,grapes
33,120,205,35.12158265,95.21884877,5.550832178,69.71518491,grapes
35,125,204,19.6491772,67.36851896,6.107741788,73.69529586,grapes
1,132,200,16.27852801,61.30135042,5.620745638,66.57462809,grapes
39,140,203,21.11903604,70.01426487,6.349875906,69.27779761,grapes
28,145,202,19.2077707,66.57398726,6.484323189,66.83113717,grapes
6,128,200,25.96308415,78.73355147,5.838748311,70.31782647,grapes
6,139,199,25.67385024,78.21293043,6.29099842,74.10919422,grapes
29,122,196,41.94865736,107.5075832,5.638328481,73.06862952,grapes
37,144,197,11.18994268,52.14189682,6.415555956,66.34234944,grapes
38,120,197,17.5438296,63.57889328,6.323722572,73.77063744,grapes
38,141,198,13.05809741,55.50457534,5.757009965,70.75633584,grapes
14,121,203,9.724457611,49.5040237,6.158689406,74.46411148,grapes
6,125,204,27.92004934,82.25608881,5.733539807,69.92092839,grapes
32,138,197,9.535585543,49.16405398,5.908724337,69.44115171,grapes
11,124,204,13.42988625,56.17379525,6.361141107,71.40043037,grapes
23,138,200,9.851242629,49.73223673,5.96537863,68.42802444,grapes
40,143,201,24.97256132,76.95061038,6.476757723,66.70016285,grapes
6,142,202,27.23708304,81.02674947,6.224542938,70.42508897,grapes
37,124,195,18.70679077,65.67222339,6.209928251,66.5964488,grapes
35,134,204,9.949929082,49.90987235,5.841138354,66.00817551,grapes
119,25,51,26.47330219,79.65194394,6.283818329,53.65742581,watermelon
119,19,55,25.18780042,77.33804076,6.818261383,46.87420883,watermelon
105,30,50,25.29954705,77.53918469,6.37620108,57.04147057,watermelon
114,8,50,24.74631269,76.54336284,6.581587932,57.95826144,watermelon
93,22,52,26.58740671,79.85733208,6.932739726,41.87540028,watermelon
80,26,55,24.53442564,76.16196615,6.140099215,49.11618732,watermelon
85,27,45,26.0713757,78.92847626,6.467095849,57.79652846,watermelon
85,22,53,25.96534238,78.73761628,6.849471704,59.46338556,watermelon
82,22,45,26.22338015,79.20208427,6.512196212,54.60159289,watermelon
118,13,54,24.41311871,75.94361368,6.039584629,44.07843475,watermelon
83,25,53,26.49195283,79.68551509,6.057697106,57.72799157,watermelon
86,15,47,24.04355803,75.27840445,6.423898762,53.78929956,watermelon
101,10,47,25.5421695,77.9759051,6.936997681,57.57343233,watermelon
119,9,50,26.74550678,80.1419122,6.251286661,40.794305,watermelon
104,17,46,25.7131428,78.28365704,6.190015912,43.08961827,watermelon
95,12,51,25.76484262,78.37671672,6.681606702,44.22066914,watermelon
102,14,52,26.79489868,80.23081762,6.51075991,57.74091817,watermelon
109,21,55,24.9004602,76.82082836,6.770278088,57.44942094,watermelon
81,18,50,26.80750629,80.25351132,6.429788073,58.79889057,watermelon
103,17,51,25.11189154,77.20140477,6.209888345,44.20656987,watermelon
105,14,50,26.2148837,79.18679066,6.419052193,59.65590798,watermelon
97,8,52,24.9103226,76.83858068,6.237861736,49.48575692,watermelon
120,19,49,25.79448878,78.4300798,6.762471629,56.45229202,watermelon
95,16,55,25.26931156,77.48476081,6.612847999,40.12650421,watermelon
83,29,52,25.76402693,78.37524847,6.704688865,46.05122728,watermelon
83,9,45,25.85483596,78.53870473,6.049609892,46.85176955,watermelon
91,21,50,24.33528185,75.80350733,6.762030215,48.32113628,watermelon
116,5,54,25.37601283,77.67682309,6.65398725,57.23028471,watermelon
112,28,54,24.86094646,76.74970363,6.738030547,55.29563514,watermelon
88,29,51,24.71885473,76.49393851,6.095689937,48.45978627,watermelon
118,15,45,24.21495706,75.58692271,6.538006356,48.01138482,watermelon
92,21,48,25.81692236,78.47046025,6.377427122,54.82963379,watermelon
106,14,45,24.47018505,76.04633309,6.417011754,57.26773002,watermelon
99,5,47,24.13078816,75.43541869,6.649086972,51.19470197,watermelon
98,8,51,26.1793464,79.12282352,6.25933595,49.43050977,watermelon
108,22,46,26.17668721,79.11803698,6.121168559,53.33484977,watermelon
119,7,55,26.03867719,78.86961894,6.031424482,44.3993381,watermelon
117,27,48,26.53259325,79.75866785,6.835268184,54.30660782,watermelon
109,10,53,26.81938687,80.27489637,6.551750306,46.06193778,watermelon
80,16,46,25.50405534,77.90729961,6.940236218,48.47833278,watermelon
100,18,52,26.20234499,79.16422098,6.87606733,56.47941847,watermelon
91,7,53,25.13735887,77.24724597,6.457216535,43.52897517,watermelon
86,6,53,25.92030221,78.65654398,6.921847888,42.10681516,watermelon
107,5,52,26.6634609,79.99422962,6.881425746,57.40847165,watermelon
103,16,49,24.06731461,75.3211663,6.915717008,51.75212401,watermelon
101,20,48,24.6774157,76.41934826,6.206247494,57.05709413,watermelon
85,25,47,26.11440416,79.00592749,6.29542477,58.48160844,watermelon
84,7,51,26.81530456,80.26754821,6.399669044,55.74073582,watermelon
102,28,54,25.15623099,77.28121578,6.862157042,55.49541453,watermelon
98,25,52,25.2801372,77.50424696,6.224066378,49.29456609,watermelon
97,25,50,26.22005978,79.1961076,6.093814669,49.08553937,watermelon
90,16,45,24.92093261,76.8576787,6.291540278,50.55710813,watermelon
95,12,46,26.21667586,79.19001655,6.32281728,54.65423596,watermelon
82,23,49,26.81383586,80.26490455,6.873283991,51.70497792,watermelon
82,25,51,24.31334971,75.76402948,6.074209622,48.11248366,watermelon
110,28,46,24.29105004,75.72389007,6.49889585,51.26046418,watermelon
118,21,51,24.42998931,75.97398076,6.678805092,48.58241822,watermelon
120,20,45,25.66576039,78.1983687,6.114128685,54.22722466,watermelon
91,7,52,25.07803672,77.1404661,6.405054243,56.39962921,watermelon
81,6,55,24.88910524,76.80038943,6.110142735,51.70699144,watermelon
101,13,54,25.42900869,77.77221564,6.828982708,56.34144589,watermelon
101,17,55,24.37118217,75.86812791,6.451499764,44.63907691,watermelon
111,6,53,26.4930645,79.6875161,6.313512999,46.06382209,watermelon
107,10,49,25.83202912,78.49765242,6.755192025,45.24690619,watermelon
115,11,46,24.41592661,75.9486679,6.623167177,40.32161859,watermelon
84,25,52,24.37190239,75.8694243,6.12532356,44.20899581,watermelon
120,7,47,24.24782473,75.64608451,6.653867608,54.7657624,watermelon
91,12,46,24.64458469,76.36025244,6.343942518,48.31219031,watermelon
89,22,52,24.89681131,76.81426036,6.217300786,53.14626213,watermelon
113,19,46,25.41864024,77.75355243,6.286387658,49.52320689,watermelon
97,22,50,26.26028739,79.2685173,6.7698938,58.97878791,watermelon
117,30,50,24.90123934,76.82223081,6.744966312,46.59207341,watermelon
90,14,52,24.84740848,76.72533526,6.391858432,59.67927244,watermelon
104,23,47,26.98212846,80.56783123,6.770434148,42.91292205,watermelon
81,16,45,26.90435747,80.42784345,6.727468157,59.75980023,watermelon
88,5,47,25.86475496,78.55655893,6.662244646,41.16554802,watermelon
92,7,45,26.70607759,80.07093966,6.944640222,51.51033554,watermelon
81,18,50,26.44019475,79.59235055,6.507110986,47.81847573,watermelon
111,5,55,26.283443,79.3101974,6.520663422,50.78669728,watermelon
108,23,51,26.84366082,80.31858948,6.106500787,40.228644,watermelon
113,30,50,26.03967219,78.87140994,6.277484043,43.87712348,watermelon
83,10,53,24.92994759,76.87390566,6.195142279,48.75859458,watermelon
101,11,51,25.50736962,77.91326532,6.792035575,44.2068997,watermelon
114,21,55,25.4438391,77.79891038,6.472756256,57.51549686,watermelon
99,6,45,26.12588914,79.02660045,6.000975617,40.71210074,watermelon
92,20,55,25.10474753,77.18854555,6.587791262,59.26519444,watermelon
92,7,48,26.27520631,79.29537136,6.956508826,54.38748495,watermelon
91,24,55,26.27061608,79.28710894,6.259086583,46.76837499,watermelon
110,21,54,26.73690828,80.1264349,6.747537642,47.46447019,watermelon
112,25,51,25.04746944,77.08544499,6.932537231,56.72496677,watermelon
89,25,54,24.69368934,76.44864081,6.353107393,48.99390828,watermelon
100,10,53,24.54356968,76.17842542,6.211748957,42.00660251,watermelon
83,22,54,25.89762315,78.61572167,6.277245254,54.49960057,watermelon
95,14,50,26.6333118,79.93996124,6.560443519,56.31866159,watermelon
119,30,49,25.35794749,77.64430548,6.903020221,47.72078245,watermelon
97,12,47,25.28784623,77.51812321,6.765094964,58.28697664,watermelon
110,7,45,26.63838589,79.9490946,6.189213927,48.32428609,watermelon
96,18,50,25.3310446,77.59588028,6.904241707,41.53218699,watermelon
83,23,55,26.89750174,80.41550313,6.463271076,43.97193745,watermelon
120,24,47,26.98603693,80.57486647,6.260838965,58.54876687,watermelon
115,17,55,27.57826922,81.6408846,6.776533055,28.08253201,muskmelon
114,27,48,27.82054812,82.07698662,6.528404378,26.32405487,muskmelon
101,25,52,29.09910406,84.37838731,6.750145572,22.52497327,muskmelon
118,18,52,28.04943594,82.48898469,6.562832807,20.76223014,muskmelon
95,26,45,29.91690582,85.85043048,6.117530021,28.16057247,muskmelon
81,25,49,29.86895762,85.76412372,6.076459669,26.26243014,muskmelon
117,24,53,29.17220859,84.50997546,6.293486295,21.30290472,muskmelon
114,30,51,29.24908541,84.64835374,6.069171847,25.93496537,muskmelon
113,6,52,27.76317235,81.97371023,6.740983646,25.21609113,muskmelon
108,26,52,28.82629037,83.88732267,6.201797639,26.23838511,muskmelon
81,30,48,28.52379742,83.34283536,6.041027474,29.86681385,muskmelon
115,9,52,29.06785065,84.32213117,6.019372459,29.1194739,muskmelon
83,7,45,29.08417927,84.35152269,6.704104127,25.33014238,muskmelon
84,21,55,28.47090661,83.2476319,6.494251024,21.08484101,muskmelon
109,26,45,28.27973674,82.90352613,6.224535449,21.58992507,muskmelon
95,27,55,28.47212559,83.24982606,6.160414414,20.88620369,muskmelon
119,5,55,29.68846716,85.43924089,6.168757984,26.83924845,muskmelon
110,14,51,27.02415146,80.64347263,6.085444691,21.26034986,muskmelon
82,18,48,29.09588297,84.37258935,6.159050816,26.70581328,muskmelon
87,14,48,29.69238699,85.44629658,6.606033244,29.1102594,muskmelon
85,9,53,28.20619412,82.77114942,6.447662945,28.78654515,muskmelon
100,6,53,29.05248036,84.29446465,6.105909623,23.66620626,muskmelon
107,12,46,29.57240298,85.23032536,6.559763394,27.56918621,muskmelon
91,13,47,29.10968327,84.39742989,6.14410903,27.95602304,muskmelon
102,25,50,28.20480805,82.76865449,6.099662369,20.36001144,muskmelon
117,25,53,29.11858526,84.41345347,6.413927319,24.52020164,muskmelon
85,21,52,29.62800691,85.33041244,6.075144116,23.69586761,muskmelon
104,25,55,29.81196601,85.66153882,6.123802502,22.68766503,muskmelon
102,24,54,27.72338349,81.90209028,6.698468621,22.81863447,muskmelon
116,25,50,29.26092798,84.66967036,6.088885814,28.70627683,muskmelon
100,17,48,29.72791119,85.51024014,6.367800632,26.52364146,muskmelon
110,25,54,28.91105641,84.03990154,6.425930938,23.44398467,muskmelon
104,25,51,28.96361426,84.13450567,6.469983276,23.56130173,muskmelon
107,11,54,28.59052369,83.46294264,6.094016338,29.44008034,muskmelon
98,26,52,27.33897716,81.21015889,6.150090899,28.69113835,muskmelon
88,17,52,29.90415889,85.827486,6.646962425,25.37828397,muskmelon
87,25,46,27.42711692,81.36881046,6.379690748,21.7508774,muskmelon
120,8,46,29.55657523,85.20183541,6.732834334,28.36535596,muskmelon
95,13,46,29.84070774,85.71327393,6.126019932,23.28207838,muskmelon
108,22,47,28.53545677,83.36382219,6.161123579,25.1290048,muskmelon
82,13,52,27.11535046,80.80763083,6.442810053,26.51924782,muskmelon
120,23,55,27.84492803,82.12087045,6.732049075,26.47844429,muskmelon
110,22,47,29.03157242,84.25683036,6.243673725,24.93861254,muskmelon
95,23,45,27.82424457,82.08364023,6.266208727,21.19014526,muskmelon
106,10,49,27.72653142,81.90775656,6.350623739,20.21126747,muskmelon
99,12,52,28.69708334,83.65475001,6.002927293,22.21807088,muskmelon
106,20,51,29.73019662,85.51435392,6.342573112,20.49035619,muskmelon
83,11,53,29.54097171,85.17374908,6.163921248,21.9653077,muskmelon
117,19,55,28.80311922,83.8456146,6.121745389,25.16359891,muskmelon
98,26,49,27.29035669,81.12264204,6.130160473,23.49535234,muskmelon
113,20,48,27.46583649,81.43850568,6.440584681,27.27899847,muskmelon
101,17,47,29.49401389,85.089225,6.185053234,26.30820876,muskmelon
98,7,45,27.79161808,82.02491254,6.157724816,26.85422624,muskmelon
93,22,48,29.12533739,84.4256073,6.776987974,21.90440445,muskmelon
95,21,47,27.93114233,82.27605619,6.431970877,20.66127836,muskmelon
109,12,48,29.45771748,85.02389146,6.708743843,20.76212031,muskmelon
118,12,47,27.96872279,82.34370102,6.010739645,28.94766949,muskmelon
100,14,49,29.48882958,85.07989324,6.365956658,26.01909355,muskmelon
89,9,47,29.47156259,85.04881266,6.668382766,28.75226067,muskmelon
95,16,46,27.0767265,80.7381077,6.74669542,24.4514648,muskmelon
95,7,45,27.30008597,81.14015475,6.031665834,25.09484511,muskmelon
87,6,45,29.82729394,85.68912909,6.40077205,22.84203589,muskmelon
93,20,50,29.93061247,85.87510245,6.448792689,24.34814338,muskmelon
84,29,49,29.94349168,85.89828502,6.251420275,20.39020503,muskmelon
111,5,47,28.03306461,82.4595163,6.274452811,21.17924769,muskmelon
111,5,52,29.8843055,85.7917499,6.135996372,21.0000988,muskmelon
111,15,54,27.7058373,81.87050714,6.194090172,22.06207161,muskmelon
89,11,47,29.78714005,85.61685209,6.327822962,27.8659442,muskmelon
110,15,48,28.57819995,83.44075991,6.212567211,27.5987178,muskmelon
95,30,52,29.48069921,85.06525858,6.640470863,26.0365768,muskmelon
115,12,52,27.51492243,81.52686037,6.685553129,21.01796432,muskmelon
120,25,50,28.05457761,82.4982397,6.327210469,21.84869328,muskmelon
102,11,45,29.03167341,84.25701214,6.35544263,24.15591199,muskmelon
94,5,55,28.5854649,83.45383682,6.085682344,26.88372572,muskmelon
84,18,46,27.08808014,80.75854425,6.781050373,25.32159689,muskmelon
107,22,54,27.99611732,82.39301118,6.630301421,21.61893763,muskmelon
80,18,52,27.87317436,82.17171385,6.484799661,24.05207925,muskmelon
86,18,45,28.96586565,84.13855817,6.566759102,22.25838137,muskmelon
113,28,48,28.87726019,83.97906834,6.170520518,24.44267592,muskmelon
115,18,53,29.17052093,84.50693767,6.012480351,22.06994464,muskmelon
82,20,54,29.34033587,84.81260457,6.541150335,21.44532907,muskmelon
98,22,47,29.07265321,84.33077578,6.341400922,28.83568362,muskmelon
117,25,54,28.68275966,83.62896739,6.150686364,29.11187663,muskmelon
83,15,49,28.92705913,84.06870643,6.438008153,23.20076686,muskmelon
120,16,51,27.99901833,82.39823299,6.547041903,23.28618248,muskmelon
111,5,50,27.59350075,81.66830135,6.399891457,24.84266123,muskmelon
85,21,47,29.87331077,85.77195939,6.186770318,24.69720481,muskmelon
90,23,54,28.55852465,83.40534437,6.159020864,27.26588346,muskmelon
99,29,55,29.19378695,84.54881651,6.660954816,26.48240255,muskmelon
102,11,47,27.98780984,82.37805771,6.504906979,27.14509034,muskmelon
80,18,51,28.05380704,82.49685267,6.706053225,20.76582087,muskmelon
87,21,52,27.3506296,81.23113328,6.067665498,27.21244021,muskmelon
114,8,52,29.34081108,84.81345994,6.419083092,28.22908103,muskmelon
99,6,46,28.61475136,83.50655245,6.39637861,28.98574189,muskmelon
89,25,50,27.04863538,80.68754368,6.375923383,25.08146686,muskmelon
96,13,55,29.5275305,85.1495549,6.700337732,21.13545688,muskmelon
82,26,47,28.50416396,83.30749513,6.565312653,24.20007242,muskmelon
106,21,52,28.89578588,84.01241458,6.286515359,23.0362503,muskmelon
90,15,52,27.04927452,80.68869414,6.448061578,23.65747461,muskmelon
106,16,54,28.96017885,84.12832193,6.585872508,24.7458198,muskmelon
24,128,196,22.75088787,72.95159817,5.521466996,110.4317855,apple
7,144,197,23.8494014,74.92892252,6.133220586,114.0512495,apple
14,128,205,22.60800988,72.69441778,6.226289556,116.0396587,apple
8,120,201,21.18667419,70.13601354,6.321152192,122.233323,apple
20,129,201,23.41044706,74.13880471,5.587905967,116.0777931,apple
32,137,204,22.86006627,73.14811929,5.824151693,117.7296726,apple
27,139,205,22.48403042,72.47125476,5.772179946,105.5473627,apple
0,123,205,22.02775403,71.64995725,5.790993052,121.1349176,apple
22,144,196,21.91191314,71.44144365,6.499226821,117.0761277,apple
1,124,199,23.71059131,74.67906436,5.658473817,112.6676589,apple
30,122,197,21.37784654,70.48012377,5.573241391,106.1417017,apple
29,121,196,22.84852833,73.12735099,6.079497202,123.5977843,apple
13,126,204,23.1094265,73.5969677,6.383180271,108.183792,apple
9,139,199,23.25230817,73.85415471,5.867420996,105.3558408,apple
0,133,200,23.67287749,74.61117948,5.708418722,104.2298028,apple
30,143,199,23.76881552,74.78386794,5.7983508,102.2648546,apple
36,140,198,23.34386401,74.01895522,6.28188384,104.4267991,apple
37,137,199,22.63946441,72.75103594,5.697945522,108.3405879,apple
33,121,203,22.45696744,72.42254139,5.605934087,114.8407725,apple
7,144,195,22.96388477,73.33499259,5.85648105,104.6472986,apple
35,128,205,21.07273439,69.9309219,6.041053829,107.8737015,apple
29,128,198,22.44075021,72.39335038,5.685062404,121.4977331,apple
2,143,196,22.71271308,72.88288354,5.669489065,109.8852597,apple
34,140,198,21.70416965,71.06750537,5.751707342,115.1781396,apple
29,144,204,22.43324518,72.37984132,5.800448951,119.1025189,apple
32,141,203,21.25941052,70.26693894,5.821347769,109.0658471,apple
13,144,197,22.9215706,73.25882708,6.28022267,105.6941544,apple
25,143,198,22.81212536,73.06182565,6.027314401,107.855225,apple
9,137,200,21.12152071,70.01873728,5.636687393,102.8017203,apple
6,144,198,21.11478672,70.0066161,5.559363609,104.5086618,apple
37,126,196,23.59997268,74.47995082,5.596449493,107.1728191,apple
2,120,203,23.12652652,73.62774774,5.893492999,108.6211833,apple
11,143,197,22.98458907,73.37226033,5.875718516,122.1952483,apple
10,141,201,22.12659387,71.82786897,6.386021424,104.5412275,apple
24,142,202,22.53779727,72.56803509,5.710819862,101.8474768,apple
23,138,195,22.49095104,72.48371187,5.795985716,124.3915101,apple
18,125,204,22.35548159,72.23986686,6.046673619,116.7366261,apple
13,121,196,22.20700989,71.9726178,6.443382913,120.1593771,apple
26,122,202,22.44516988,72.40130578,5.617227184,107.1843273,apple
28,123,202,22.76643029,72.97957452,6.442289294,120.4359949,apple
26,121,201,22.19109412,71.94396942,6.162034371,112.3126628,apple
21,137,196,23.6119202,74.50145636,5.812781806,123.5900822,apple
21,135,198,23.86087054,74.94956697,5.765015126,105.0241329,apple
5,144,205,21.42177231,70.55919016,6.184922574,102.8045658,apple
2,123,205,22.36629253,72.25932655,5.739652177,124.9831618,apple
15,133,199,23.99686172,75.1943511,5.824778636,117.6102915,apple
31,130,198,21.80129837,71.24233707,5.554823557,120.0586671,apple
25,143,200,23.80436344,74.84785419,6.024248787,100.6192543,apple
16,143,204,23.71475278,74.686555,5.631333387,121.8961665,apple
19,122,202,23.34467359,74.02041246,5.811975094,112.8954016,apple
10,125,196,22.31253665,72.16256597,5.730557448,113.0688155,apple
20,139,202,23.50201428,74.3036257,5.66999105,107.9868949,apple
28,123,198,23.46260321,74.23268578,5.682751473,111.7763395,apple
28,136,200,23.06204373,73.51167871,6.245858905,114.7399101,apple
2,131,199,22.47420512,72.45356922,6.017370134,124.2179699,apple
2,140,197,22.69780133,72.85604239,5.53456749,105.0508234,apple
27,138,201,23.66682067,74.60027721,5.952367662,105.4004751,apple
30,127,204,22.50050273,72.50090491,6.126436584,100.9343903,apple
32,145,203,23.83053666,74.89496599,6.406818518,109.5966791,apple
29,139,205,23.64142354,74.55456237,6.155939453,116.6912176,apple
26,126,195,21.41363812,70.54454862,5.878568981,118.3979065,apple
40,136,202,22.85267372,73.1348127,5.935336308,117.5314026,apple
6,124,200,22.98208095,73.36774571,5.971332179,109.5852253,apple
35,138,200,21.19909519,70.15837134,5.67130617,103.6838922,apple
17,136,196,23.87192332,74.96946198,5.882155988,103.0548094,apple
33,134,205,21.0365275,69.8657495,6.08551916,114.7412734,apple
16,143,197,22.61711614,72.71080905,5.90402645,116.9256766,apple
27,120,200,21.45278675,70.61501615,6.110218826,116.7036582,apple
29,145,205,22.81227579,73.06209642,6.212302608,109.3383552,apple
3,141,197,21.98141856,71.56655341,6.142803397,115.4789148,apple
15,123,204,22.52709326,72.54876787,6.365972688,115.3830068,apple
5,136,195,22.35628673,72.24131611,6.264202804,107.7697413,apple
10,136,204,21.19852186,70.15733935,6.276198595,105.8554351,apple
7,141,195,23.8812458,74.98624244,5.514253142,104.9116663,apple
2,129,201,22.78234161,73.0082149,5.682343744,122.1449949,apple
29,138,197,22.19055385,71.94299693,5.830892252,121.6622761,apple
30,137,200,22.91430043,73.24574077,5.603413172,118.6044645,apple
29,132,204,23.08950736,73.56111325,6.0967531,108.2166601,apple
14,139,197,21.72484506,71.10472111,6.056529526,121.6961761,apple
18,125,203,22.44307715,72.39753887,6.160267496,102.5565807,apple
33,143,204,21.1316077,70.03689386,5.814434775,122.5391946,apple
40,144,196,22.71750705,72.89151269,5.987262638,107.0289866,apple
9,143,197,23.75033085,74.75059553,5.570020684,117.6602827,apple
38,135,203,23.76121837,74.77019307,5.965551311,100.825956,apple
28,130,196,22.13450646,71.84211163,6.062356467,112.9203223,apple
35,142,203,21.17089176,70.10760517,5.895319002,123.6495149,apple
12,129,205,22.36238282,72.25228908,6.119432215,118.6832725,apple
1,135,203,22.77856513,73.00141723,5.624203283,113.7759219,apple
0,145,205,21.22503442,70.20506196,5.52078314,113.9760462,apple
31,121,201,23.15791104,73.68423987,5.731535258,110.712841,apple
35,131,203,22.42776057,72.36996903,5.893490899,102.7230739,apple
29,140,195,23.64082979,74.55349362,5.560521058,116.7431319,apple
33,138,198,22.29423493,72.12962287,6.222390798,122.7418744,apple
14,140,197,23.35225078,74.0340514,6.071255131,113.0381382,apple
35,145,195,22.03911546,71.67040783,6.231950009,110.9804014,apple
40,120,197,23.80593812,74.85068862,5.889480679,119.6335548,apple
25,132,198,22.31944084,72.17499351,5.732757516,100.1173443,apple
31,137,196,22.14464104,71.86035387,6.400321212,120.6310784,apple
36,144,196,23.65167552,74.57301594,6.496934492,115.3611268,apple
10,140,197,22.16939473,71.90491051,6.229498836,124.4683112,apple
22,30,12,15.78144173,60.40659511,6.354006744,119.035002,orange
37,6,13,26.03097313,78.85575163,7.511755068,101.2847738,orange
27,13,6,13.36050601,56.04891082,7.335158382,111.2266885,orange
7,16,9,18.87957654,65.98323777,7.813916603,114.6659511,orange
20,7,9,29.47741671,85.05935008,7.129136941,111.1727497,orange
26,27,10,28.06903173,82.52425711,6.079998496,114.1339416,orange
5,23,15,25.66901098,78.20421976,7.408939392,112.5424199,orange
0,18,14,29.77149434,85.58868981,7.207991261,114.4161786,orange
